#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"ClientId","IPAddress","HostName"
"1c-cd-e5-3c-9f-a0","10.0.20.251","MEIZU-M3s.tscrm.com"
"54-b1-21-9f-69-78","10.0.20.252","HUAWEI_P10_lite-1dae6f69c.tscrm.com"
"04-b1-67-2c-44-96","10.0.20.253","Redmi5-Redmi1.tscrm.com"
"d4-62-ea-e9-e6-f0","10.0.20.254","HUAWEI_P30_lite-a250b31bc.tscrm.com"
"d0-c5-f3-8b-95-d0","10.0.20.255","iPhoneMkhailova.tscrm.com"
"ec-d0-9f-2c-a0-1c","10.0.21.0","Redmi4X-Redmi.tscrm.com"
"60-ab-67-fc-52-fe","10.0.21.1","Mi9SE-MiPhone.tscrm.com"
"e0-dc-ff-eb-68-fb","10.0.21.2","Mi9TPro-nezabitov.tscrm.com"
"00-27-15-17-ac-c1","10.0.21.3",
"f0-99-b6-02-c9-73","10.0.21.4","MarichkasiPhone.tscrm.com"
"68-07-15-93-e8-1f","10.0.21.5","k_tatarenko_n.tscrm.com"
"c0-9a-d0-e7-4a-22","10.0.21.6","Marina.tscrm.com"
"58-1f-28-01-a5-9c","10.0.21.7","android-3d9c5702cdd4de01.tscrm.com"
"a4-50-46-23-ae-e9","10.0.21.8",
"04-b1-67-5b-e0-0a","10.0.21.9",
"ba-47-8e-19-09-36","10.0.21.10","Galaxy-S10e.tscrm.com"
"06-0b-3a-8b-48-ce","10.0.21.11","Galaxy-S10e.tscrm.com"
"30-07-4d-6e-43-01","10.0.21.12","Galaxy-S8.tscrm.com"
"4c-66-41-75-e7-ec","10.0.21.13","Florida.tscrm.com"
"18-f0-e4-fe-4b-a3","10.0.21.14",
"84-41-67-24-20-d7","10.0.21.15","iPhone.tscrm.com"
"fc-18-3c-27-d1-93","10.0.21.16","Nina.tscrm.com"
"64-5d-86-64-a1-1d","10.0.21.17","mscloud-rde-m.corp.muk.ua"
"6c-00-6b-7a-43-5b","10.0.21.18","Alex-A40.tscrm.com"
"bc-e1-43-09-58-e8","10.0.21.19","iPhone-Ulia.tscrm.com"
"94-65-2d-db-49-ee","10.0.21.20","OnePlus5T.tscrm.com"
"f8-87-f1-71-b3-0c","10.0.21.21","Marinas-iPhone.tscrm.com"
"78-02-f8-fe-a0-21","10.0.21.22","Redmi4-RedmiLora.tscrm.com"
"82-2b-ed-48-23-05","10.0.21.23","OnePlus7Pro.tscrm.com"
"38-a4-ed-14-f9-12","10.0.21.24","Redmi4-Sergio.tscrm.com"
"48-2c-a0-73-7f-15","10.0.21.25","MI8-MiPhone.tscrm.com"
"cc-66-0a-b4-b3-8b","10.0.21.26","AnastasasiPhone.tscrm.com"
"74-42-8b-d0-60-4c","10.0.21.27","Vera-iPhone.tscrm.com"
"90-21-81-e7-18-8f","10.0.21.28","Meizu-m3-note.tscrm.com"
"c0-ee-fb-9b-3e-6c","10.0.21.29","OnePlus6.tscrm.com"
"bc-a9-20-79-be-4a","10.0.21.30","FedorchksiPhone.tscrm.com"
"6c-e8-5c-62-dd-d2","10.0.21.31","Bakhmetov.tscrm.com"
"b0-eb-57-af-41-9b","10.0.21.32","HUAWEI_P20-587cb3b27107a2.tscrm.com"
"28-3a-4d-4e-dd-13","10.0.21.33","y_duzhyk_nb.tscrm.com"
"c8-21-58-b4-94-a7","10.0.21.34","i_komarov_nb.tscrm.com"
"dc-a9-04-29-3a-01","10.0.21.35","iPhone-Yulya.tscrm.com"
"a4-50-46-eb-cb-8a","10.0.21.36","MI8-MiPhone.tscrm.com"
"a0-28-ed-01-7d-5c","10.0.21.37",
"00-db-df-5a-fe-29","10.0.21.38","p_yakubovska_nb.tscrm.com"
"7c-a1-ae-12-5e-a3","10.0.21.39","iPhone-Anna.tscrm.com"
"9c-2e-a1-fd-bd-c9","10.0.21.40","MiMIX2S-MiPhone.tscrm.com"
"90-32-4b-63-9e-8d","10.0.21.41","j_sukhaniuk_n.tscrm.com"
"68-07-15-96-ba-cc","10.0.21.42","m_gorokhovska_n.tscrm.com"
"24-18-1d-a0-77-33","10.0.21.43","Galaxy-S8.tscrm.com"
"00-db-df-54-49-da","10.0.21.44","a_skidan_nb.tscrm.com"
"f0-c3-71-4c-5b-2f","10.0.21.45","iPhone.tscrm.com"
"fc-18-3c-ea-fa-f6","10.0.21.46","Ol-iPhone.tscrm.com"
"74-c1-4f-22-e9-d0","10.0.21.47","HUAWEI_P_smart+-137f37741.tscrm.com"
"f8-4e-73-ab-9f-25","10.0.21.48","iPhone.tscrm.com"
"c0-e8-62-3d-97-1c","10.0.21.49","iPhone-Nataly-2.tscrm.com"
"90-32-4b-63-9e-a7","10.0.21.50","a_ten_nb.tscrm.com"
"58-6b-14-aa-cc-97","10.0.21.51","AleksanasiPhone.tscrm.com"
"28-16-7f-bc-02-04","10.0.21.52","RedmiNote8-Redmi.tscrm.com"
"14-36-c6-ab-a0-b1","10.0.21.53","android-21a778d90ed11ec6.tscrm.com"
"c0-9a-d0-41-1a-a8","10.0.21.54","Egor-iPhone.tscrm.com"
"40-4d-7f-93-3d-01","10.0.21.55","iPhone.tscrm.com"
"28-66-e3-af-c3-7f","10.0.21.56",
"bc-fe-d9-4f-27-f6","10.0.21.57","iPhone-7-plus.tscrm.com"
